Ano,Trimestre,Mês,Dia,Sexo,Nome,Código Cliente,Nº de Filhos,E-mail
1989,Trim 4,dezembro,26,Masculino,Guilherme Assis,148,3,guilherme61@uol.com.br
1990,Trim 1,fevereiro,9,Masculino,Matheus Santos,367,0,matheus50@live.com.br
1990,Trim 1,fevereiro,12,Masculino,Erick Soares,689,0,erick68@gmail.com
1990,Trim 1,fevereiro,23,Masculino,Alberto Silveira,204,1,alberto58@icloud.com
1990,Trim 1,março,8,Masculino,Andre Nóbrega,620,0,andre12@gmail.com.br
1990,Trim 1,março,13,Masculino,Daniel Nauenberg,715,3,daniel54@gmail.com
1990,Trim 2,junho,1,Feminino,Julia Leite,759,0,julia63@gmail.com
1990,Trim 2,junho,4,Feminino,Larissa Cruz,652,0,larissa47@gmail.com.br
1990,Trim 2,junho,11,Feminino,Gabriella Sagrillo,771,0,gabriella64@live.com
1990,Trim 2,junho,19,Masculino,João Araujo,160,0,joão35@gmail.com
1990,Trim 3,julho,3,Feminino,Patrícia Amaral,498,3,patrícia59@uol.com
1990,Trim 3,julho,24,Feminino,Letícia Rodrigues,109,0,letícia42@terra.com
1990,Trim 3,julho,26,Feminino,Livia Codeceira,735,5,livia66@msn.com
1990,Trim 3,agosto,14,Feminino,Isabel Lacerda,628,3,isabel61@gmail.com.br
1990,Trim 3,agosto,19,Feminino,Juliana Silva,131,0,juliana5@live.com
1990,Trim 3,setembro,20,Feminino,Bruna Ramos,26,0,bruna23@icloud.com
1990,Trim 4,outubro,2,Masculino,Pedro Xavier,291,3,pedro11@gmail.com.br
1990,Trim 4,outubro,31,Masculino,Anízio Carvalho,485,0,anízio64@hotmail.com
1990,Trim 4,dezembro,23,Masculino,Guilherme Vianna,520,1,guilherme12@gmail.com
1990,Trim 4,dezembro,23,Masculino,Renan Cunha,566,1,renan51@hotmail.com
1991,Trim 1,janeiro,9,Feminino,Livia Pereira,726,1,livia13@msn.com
1991,Trim 1,janeiro,14,Masculino,Pedro Macckione,30,2,pedro10@terra.com
1991,Trim 1,janeiro,23,Masculino,João Oliveira,525,0,joão44@live.com
1991,Trim 1,fevereiro,20,Feminino,Rafaela Gomes,81,0,rafaela37@hotmail.com
1991,Trim 1,fevereiro,25,Feminino,Sandy Figueiredo,479,1,sandy44@msn.com
1991,Trim 1,março,28,Feminino,Isabelle Ribeiro,707,3,isabelle33@live.com.br
1991,Trim 2,abril,14,Masculino,Sthefeson Kohn,502,2,sthefeson66@yahoo.com
1991,Trim 2,abril,30,Feminino,Caroll Johnson,623,4,caroll53@uol.com.br
1991,Trim 2,junho,6,Masculino,Lucas Junior,633,0,lucas21@live.com
1991,Trim 2,junho,6,Masculino,Victor Franco,603,3,victor28@hotmail.com
1991,Trim 2,junho,16,Feminino,Carla Zakhm,171,4,carla70@outlook.com
1991,Trim 2,junho,30,Masculino,Nathan Cunha,670,0,nathan53@hotmail.com.br
1991,Trim 3,julho,2,Masculino,Victor Soares,754,1,victor8@terra.com
1991,Trim 3,agosto,19,Masculino,Gabriel Thoni,341,4,gabriel33@msn.com.br
1991,Trim 3,agosto,28,Masculino,Carlos Azevedo,812,0,carlos42@gmail.com
1991,Trim 3,setembro,14,Feminino,Mariana Baptista,22,1,mariana32@live.com
1991,Trim 3,setembro,21,Masculino,Luiz Conceição,105,2,luiz35@outlook.com
1991,Trim 3,setembro,23,Masculino,Lucas Cavalcanti,691,2,lucas47@msn.com
1991,Trim 4,outubro,3,Feminino,Carolina Rocha,345,5,carolina48@icloud.com
1991,Trim 4,outubro,24,Feminino,Maria Correa,717,1,maria5@yahoo.com
1991,Trim 4,outubro,26,Feminino,Ana Michetti,511,0,ana57@icloud.com
1991,Trim 4,dezembro,14,Masculino,Danilo Alves,240,0,danilo55@outlook.com
1991,Trim 4,dezembro,15,Masculino,Allan Guedes,790,3,allan47@uol.com
1991,Trim 4,dezembro,15,Masculino,Lucas Aragão,767,0,lucas70@terra.com
1991,Trim 4,dezembro,20,Feminino,Ananda Dias,638,2,ananda67@icloud.com.br
1992,Trim 1,fevereiro,6,Feminino,Amanda Procaci,399,0,amanda41@live.com
1992,Trim 1,fevereiro,13,Masculino,João Fonseca,348,3,joão46@uol.com
1992,Trim 2,maio,2,Feminino,Rafaela Rodrigues,426,0,rafaela4@msn.com
1992,Trim 2,maio,24,Masculino,Alon Palmeira,729,2,alon30@icloud.com.br
1992,Trim 2,junho,1,Feminino,Julie Ferreira,465,1,julie68@uol.com
1992,Trim 2,junho,25,Masculino,Matheus Silva,698,0,matheus56@terra.com.br
1992,Trim 3,julho,4,Masculino,Rubens Netto,162,3,rubens53@hotmail.com
1992,Trim 3,agosto,5,Feminino,Bianca Piero,125,1,bianca22@hotmail.com
1992,Trim 3,setembro,11,Masculino,Eduardo Pacheco,536,2,eduardo69@hotmail.com.br
1992,Trim 3,setembro,17,Feminino,Jéssica Teixeira,608,0,jéssica39@live.com.br
1992,Trim 3,setembro,21,Masculino,Douglas Rodrigues,602,0,douglas42@outlook.com
1992,Trim 3,setembro,22,Feminino,Alessandra Martins,273,0,alessandra46@live.com.br
1992,Trim 3,setembro,24,Masculino,Renan Ventura,761,0,renan9@outlook.com
1993,Trim 1,fevereiro,26,Masculino,Caio Vianna,27,0,caio11@uol.com
1993,Trim 1,março,13,Feminino,Adriana Carneiro,559,0,adriana55@hotmail.com.br
1993,Trim 1,março,23,Masculino,Eduardo Peluzo,594,0,eduardo64@hotmail.com.br
1993,Trim 1,março,31,Masculino,Carlos Galvão,547,2,carlos56@icloud.com.br
1993,Trim 2,abril,13,Masculino,Caio Caldas,15,0,caio60@gmail.com.br
1993,Trim 2,abril,22,Feminino,Bruna Brandao,363,0,bruna24@outlook.com
1993,Trim 2,maio,2,Feminino,Daniela Braga,695,2,daniela58@yahoo.com
1993,Trim 2,junho,2,Feminino,Luiza Procaci,798,2,luiza50@yahoo.com
1993,Trim 2,junho,14,Feminino,Priscila Garcia,413,3,priscila9@hotmail.com
1993,Trim 2,junho,23,Masculino,Rafael Wajnsztok,154,0,rafael60@hotmail.com.br
1993,Trim 2,junho,24,Feminino,Amanda Gontijo,493,0,amanda54@hotmail.com
1993,Trim 3,agosto,17,Feminino,Myllena Corrêa,805,0,myllena7@yahoo.com
1993,Trim 3,setembro,6,Feminino,Ana Felippe,333,0,ana23@terra.com
1993,Trim 4,novembro,1,Masculino,Bernardo Nauenberg,28,0,bernardo69@msn.com
1993,Trim 4,novembro,6,Masculino,Pedro Oliveira,441,0,pedro7@terra.com.br
1993,Trim 4,novembro,16,Masculino,Caio Fernandes,589,0,caio32@msn.com
1994,Trim 1,fevereiro,5,Masculino,Pedro Oliveira,591,0,pedro56@msn.com
1994,Trim 1,fevereiro,20,Masculino,Luiz Freire,146,0,luiz17@live.com
1994,Trim 1,março,16,Feminino,Marina Perdomo,737,5,marina30@outlook.com.br
1994,Trim 1,março,28,Feminino,Vanessa Neves,254,3,vanessa45@yahoo.com
1994,Trim 2,abril,9,Feminino,Livia Cozendey,200,4,livia3@msn.com
1994,Trim 2,abril,10,Feminino,Luiza Cabral,5,1,luiza70@msn.com
1994,Trim 2,maio,4,Feminino,Amanda Felippe,100,0,amanda24@terra.com.br
1994,Trim 2,maio,19,Feminino,Isabela Rodrigues,385,0,isabela23@hotmail.com.br
1994,Trim 2,maio,23,Feminino,Rafaella Mello,427,5,rafaella16@live.com
1994,Trim 2,maio,26,Feminino,Stephanie Oliveira,473,1,stephanie30@yahoo.com.br
1994,Trim 3,julho,12,Feminino,Amanda Delgado,312,1,amanda23@hotmail.com.br
1994,Trim 3,julho,31,Feminino,Bruna Rangel,702,0,bruna34@live.com
1994,Trim 3,agosto,3,Masculino,Jônatas Tanaka,349,0,jônatas22@outlook.com.br
1994,Trim 3,setembro,5,Feminino,Isabela Teixeira,694,1,isabela33@icloud.com
1994,Trim 3,setembro,7,Feminino,Marcela Medeiros,196,1,marcela28@hotmail.com
1994,Trim 4,outubro,4,Masculino,Pedro Jorge,48,0,pedro48@yahoo.com
1994,Trim 4,outubro,18,Masculino,Lucas Villanova,130,1,lucas18@live.com.br
1994,Trim 4,novembro,7,Feminino,Raísa Berto,540,0,raísa35@live.com.br
1994,Trim 4,novembro,12,Masculino,Bárbara Cavalcante,422,0,bárbara61@yahoo.com.br
1994,Trim 4,novembro,17,Feminino,Vanessa Rodrigues,69,4,vanessa54@icloud.com.br
1994,Trim 4,novembro,29,Feminino,Paola Abreu,712,1,paola32@icloud.com.br
1994,Trim 4,dezembro,7,Feminino,Isabel Leite,610,0,isabel45@terra.com
1994,Trim 4,dezembro,26,Feminino,Raíssa Oliveira,310,1,raíssa28@live.com
1995,Trim 1,fevereiro,23,Feminino,Luiza Ribeiro,253,1,luiza25@outlook.com
1995,Trim 1,março,6,Feminino,Karoline Miranda,667,0,karoline18@terra.com
1995,Trim 1,março,13,Masculino,Caio Silva,115,4,caio55@gmail.com.br
1995,Trim 2,abril,3,Feminino,Julia Leig,297,1,julia54@live.com.br
1995,Trim 2,abril,20,Masculino,Rodrigo Silva,116,4,rodrigo23@hotmail.com
1995,Trim 2,maio,17,Masculino,Vitor Arruda,276,5,vitor35@live.com.br
1995,Trim 2,maio,19,Masculino,Daniel Araujo,406,3,daniel66@outlook.com
1995,Trim 2,junho,1,Masculino,Arthur Fernandes,344,1,arthur67@gmail.com.br
1995,Trim 2,junho,18,Feminino,Tayla Lima,50,2,tayla19@yahoo.com
1995,Trim 3,julho,21,Masculino,Felipe Cavalcanti,179,0,felipe64@live.com.br
1995,Trim 3,agosto,3,Feminino,Amanda Amaral,143,1,amanda66@icloud.com.br
1995,Trim 3,setembro,13,Feminino,Lunna Vannier,138,3,lunna67@yahoo.com
1995,Trim 3,setembro,13,Masculino,Eduardo Lopes,658,3,eduardo30@terra.com
1995,Trim 3,setembro,29,Masculino,Eduardo Nunes,364,3,eduardo3@terra.com
1995,Trim 4,outubro,19,Feminino,Luiza Marques,454,4,luiza48@outlook.com
1995,Trim 4,dezembro,4,Masculino,Gustavo Azevedo,794,0,gustavo10@hotmail.com.br
1996,Trim 1,janeiro,1,Feminino,Adriana Passos,635,0,adriana46@gmail.com
1996,Trim 1,janeiro,19,Masculino,David Assumpção,444,3,david25@yahoo.com
1996,Trim 1,janeiro,29,Masculino,Eduardo Veiga,377,2,eduardo63@terra.com
1996,Trim 1,fevereiro,25,Feminino,Julia Figueiredo,212,4,julia3@icloud.com.br
1996,Trim 2,abril,19,Feminino,Ana Campos,280,1,ana12@hotmail.com.br
1996,Trim 2,junho,6,Feminino,Wendela Veloso,732,0,wendela56@yahoo.com
1996,Trim 3,julho,4,Masculino,Hygor Essaber,249,0,hygor59@outlook.com.br
1996,Trim 3,agosto,4,Masculino,David Campelo,128,1,david12@outlook.com
1996,Trim 4,outubro,1,Masculino,João Matheus,632,0,joão29@outlook.com
1996,Trim 4,outubro,28,Feminino,Larissa Jesus,184,0,larissa38@yahoo.com.br
1996,Trim 4,outubro,31,Feminino,Carolina Motta,407,4,carolina61@terra.com
1996,Trim 4,novembro,26,Feminino,Fernanda Ferreira,10,0,fernanda31@yahoo.com
1997,Trim 1,janeiro,10,Masculino,Paulo Campos,487,2,paulo14@outlook.com
1997,Trim 1,fevereiro,1,Feminino,Julia Silva,417,3,julia53@hotmail.com
1997,Trim 1,fevereiro,6,Masculino,Andre Sampaio,665,0,andre52@gmail.com.br
1997,Trim 1,março,1,Masculino,Thiago Lima,270,1,thiago25@msn.com.br
1997,Trim 1,março,21,Feminino,Luis Garcia,564,1,luis16@hotmail.com
1997,Trim 2,maio,13,Feminino,Rebeca Manhães,195,4,rebeca66@gmail.com.br
1997,Trim 2,junho,4,Feminino,Camila Sobral,708,4,camila69@icloud.com
1997,Trim 2,junho,27,Masculino,Gabriel Almeida,205,2,gabriel18@msn.com.br
1997,Trim 2,junho,28,Masculino,Joao Silva,744,1,joao48@outlook.com
1997,Trim 2,junho,29,Masculino,Arthur Portela,755,0,arthur44@msn.com.br
1997,Trim 3,julho,13,Masculino,Mateus Maia,703,2,mateus49@yahoo.com
1997,Trim 3,agosto,7,Feminino,Andressa Chou,67,0,andressa9@outlook.com
1997,Trim 3,agosto,9,Feminino,Fernanda Figueiredo,215,0,fernanda15@terra.com.br
1997,Trim 3,agosto,21,Feminino,Monique Vasconcelos,466,0,monique49@terra.com.br
1997,Trim 3,agosto,27,Feminino,Thaís Moura,641,0,thaís18@hotmail.com
1997,Trim 3,setembro,24,Masculino,Thales Santos,468,1,thales38@terra.com
1997,Trim 4,outubro,22,Masculino,William Mendonça,807,0,william27@msn.com
1997,Trim 4,outubro,24,Feminino,Natalia Accioly,258,0,natalia42@uol.com
1997,Trim 4,novembro,1,Feminino,Giovanna Santos,582,2,giovanna54@live.com.br
1997,Trim 4,novembro,30,Feminino,Bruna Gomes,741,3,bruna53@hotmail.com.br
1997,Trim 4,dezembro,14,Masculino,Guilherme Barbosa,262,3,guilherme63@live.com
1997,Trim 4,dezembro,17,Masculino,Júlio Freire,471,0,júlio69@outlook.com.br
1998,Trim 1,janeiro,22,Feminino,Giulia Pessanha,701,0,giulia40@hotmail.com
1998,Trim 1,janeiro,28,Masculino,Rafael Guimarães,489,2,rafael32@icloud.com
1998,Trim 1,março,5,Feminino,Yasmim Verly,618,0,yasmim60@outlook.com
1998,Trim 2,abril,11,Masculino,Roberto Tiradentes,714,0,roberto65@icloud.com
1998,Trim 2,abril,26,Masculino,Sthefeson Barroso,677,0,sthefeson42@msn.com.br
1998,Trim 2,junho,16,Feminino,Maria Assumpção,174,0,maria50@outlook.com.br
1998,Trim 2,junho,25,Feminino,Rafaela Ferreira,539,3,rafaela10@live.com.br
1998,Trim 3,julho,12,Masculino,Joao Pereira,197,5,joao6@gmail.com
1998,Trim 4,outubro,7,Feminino,Izabel Lopes,288,0,izabel62@yahoo.com
1998,Trim 4,outubro,14,Feminino,Joana Calmon,437,1,joana34@live.com.br
1998,Trim 4,novembro,24,Feminino,Nathalia Ventura,642,3,nathalia49@hotmail.com
1998,Trim 4,dezembro,14,Masculino,Diego Marchesi,84,0,diego15@hotmail.com.br
1999,Trim 1,janeiro,3,Masculino,Lucas Lemos,354,1,lucas48@terra.com
1999,Trim 1,janeiro,7,Feminino,Maria Motta,451,2,maria19@msn.com
1999,Trim 1,janeiro,20,Masculino,Leandro Melo,93,1,leandro9@hotmail.com.br
1999,Trim 1,janeiro,30,Masculino,Rogério Gentile,448,5,rogério33@live.com.br
1999,Trim 1,março,9,Masculino,Willian Albino,172,0,willian52@icloud.com
1999,Trim 1,março,24,Feminino,Glenda Santos,459,0,glenda9@live.com
1999,Trim 2,abril,28,Feminino,Daniela Pereira,679,0,daniela10@yahoo.com
1999,Trim 2,abril,28,Masculino,Rogério Pereira,238,0,rogério32@gmail.com
1999,Trim 2,maio,3,Feminino,Thayna Martins,47,2,thayna53@yahoo.com
1999,Trim 2,junho,11,Feminino,Luis Silva,299,5,luis3@yahoo.com.br
1999,Trim 3,julho,3,Masculino,Raphael Coelho,586,0,raphael55@yahoo.com.br
1999,Trim 3,agosto,18,Feminino,Gabrielle Viríssimo,164,0,gabrielle67@yahoo.com
1999,Trim 3,setembro,16,Masculino,Alon Pestana,722,0,alon41@icloud.com.br
1999,Trim 3,setembro,19,Masculino,Jorge Fonseca,228,2,jorge61@icloud.com.br
1999,Trim 4,outubro,8,Masculino,Marcos Nucci,66,4,marcos48@hotmail.com
1999,Trim 4,outubro,10,Feminino,Aline Mello,373,0,aline5@hotmail.com.br
1999,Trim 4,novembro,7,Feminino,Natali Rangel,806,0,natali63@terra.com
1999,Trim 4,dezembro,1,Masculino,Gabriel Puntel,391,0,gabriel56@hotmail.com
2000,Trim 1,janeiro,15,Feminino,Carolina Alfradique,409,1,carolina62@uol.com
2000,Trim 1,março,3,Masculino,Diego Almeida,727,0,diego31@terra.com.br
2000,Trim 1,março,18,Feminino,Roberta Teixeira,783,0,roberta28@msn.com
2000,Trim 1,março,23,Masculino,Ruan Lopes,21,0,ruan49@yahoo.com.br
2000,Trim 2,maio,6,Feminino,Stephanie Gonçalves,509,2,stephanie19@icloud.com
2000,Trim 2,maio,31,Masculino,Pedro Lyra,423,1,pedro48@hotmail.com.br
2000,Trim 2,junho,3,Masculino,Marcelo Rosa,372,0,marcelo11@outlook.com.br
2000,Trim 2,junho,17,Feminino,Jéssica Netto,210,3,jéssica9@gmail.com.br
2000,Trim 2,junho,27,Feminino,Manuela Merege,25,1,manuela43@uol.com.br
2000,Trim 2,junho,30,Masculino,Iuri Barbosa,267,0,iuri28@msn.com
2000,Trim 3,julho,3,Masculino,João Luz,792,4,joão28@outlook.com.br
2000,Trim 3,julho,17,Masculino,Lucas Lacerda,275,3,lucas11@icloud.com.br
2000,Trim 3,julho,27,Feminino,Luana Santana,170,0,luana34@icloud.com.br
2000,Trim 3,agosto,5,Feminino,Julia Teixeira,198,3,julia26@live.com.br
2000,Trim 3,agosto,24,Masculino,Rafael Rocha,320,0,rafael6@live.com.br
2000,Trim 4,outubro,2,Masculino,Daniel Sousa,811,5,daniel57@terra.com.br
2000,Trim 4,outubro,20,Masculino,Breno Godoy,469,0,breno20@terra.com
2000,Trim 4,novembro,24,Masculino,Pedro Delgado,514,0,pedro7@live.com.br
2000,Trim 4,dezembro,24,Masculino,Raphael Guedes,505,0,raphael35@hotmail.com
